date,max_temperature,avg_temperature,avg_hourly_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_visibility,min_visibility,max_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2015-11-15,8.1,6.94,6.73,5.8,,,88,75.4,65,5.2,2.6,1,43,35.5,24,59,28,101.6,100.63,100,101.56,100.56,99.91,48300,32991.7,19300,2.2,1.8,1.3,11.1,0,1.9,0,1.8,1.8,0,0,07:22:00,16:32:00,9.17,7.37,16.53,,,8,8,1,1,,,,,8,4.8,1,,,
2015-11-14,8.9,7.65,7.42,6.4,,,97,93.8,86,7.1,6.5,4.7,29,12.58,1,32,29,101,100.65,100.1,100.91,100.59,100.03,24100,15491.7,6400,2.9,2,1.3,10.3,0,2.6,0,6.6,6.6,0,0,07:21:00,16:33:00,9.2,7.35,16.55,,,10,10,7,7,,,,,8,8,8,,,
2015-11-13,12.2,10.1,10.4,8,,,97,92.7,82,11.2,9.3,6.3,38,12.62,5,52,15,101,100.75,100.4,100.96,100.67,100.3,24100,20233.3,9700,2.6,1.9,1.4,7.9,0,5.1,0.1,7,7,0,0,07:19:00,16:34:00,9.25,7.32,16.57,,,12,12,8,8,,,,,8,8,8,,,
2015-11-12,9.2,6.19,7.83,3.2,,,94,88.2,76,9.2,6,3.2,36,24.54,14,59,15,102.7,101.63,100.5,102.6,101.57,100.48,24100,17495.8,6400,2.3,1.9,1.2,11.8,0,1.2,0,25.6,25.6,0,0,07:17:00,16:36:00,9.32,7.28,16.6,,,11,11,11,12,,,,,8,8,8,,,
2015-11-11,10.2,7.1,7.63,4,,,91,78.5,68,6,4.1,2.1,29,17.29,6,43,21,102.7,102.27,101.5,102.59,102.2,101.4,48300,37220.8,24100,3.5,2.1,1.1,10.9,0,2.1,0,4.2,4.2,0,0,07:16:00,16:37:00,9.35,7.27,16.62,,,10,10,5,5,,,,,8,3.5,0,,,
2015-11-10,8.9,4.95,6.08,1,,,95,88.5,80,7.4,4.3,0.5,31,18.12,6,46,15,102.4,102.03,101.3,102.32,101.96,101.19,32200,24525,9700,2.2,1.6,1,13.1,0,0,0,3.6,3.6,0,0,07:14:00,16:39:00,9.42,7.23,16.65,,,9,9,8,8,,,,,8,6.5,0,,,
2015-11-09,9.6,6.05,6.88,2.5,,,95,88,80,6.5,5,1,29,16.17,3,35,29,102.1,101.57,101.1,102.02,101.5,101.06,48300,38908.3,32200,2.2,1.5,1,11.9,0,1.1,0,0,0,0,0,07:13:00,16:40:00,9.45,7.22,16.67,,,10,11,2,2,,,,,7,3,0,,,
2015-11-08,10.3,7.85,7.77,5.4,,,97,92.5,80,7.9,6.6,5.2,16,8.33,3,35,6,101.1,101.02,100.9,101.05,100.95,100.88,32200,24004.2,16100,2.4,1.9,1,10.2,0,2.8,0,0.8,0.8,0,0,07:11:00,16:41:00,9.5,7.18,16.68,,,10,11,4,4,,,,,8,7.1,4,,,
2015-11-07,11.1,9.4,10.04,7.7,,,97,94.7,92,10.4,9.2,6.9,32,20.46,4,46,10,101.6,101.05,100.8,101.55,100.99,100.72,19300,11141.7,3200,2.2,1.9,1.5,8.6,0,4.4,0,46.2,46.2,0,0,07:09:00,16:43:00,9.57,7.15,16.72,,,12,12,7,7,,,,,8,7.5,3,,,
2015-11-06,10.6,7.9,8.85,5.2,,,95,91.8,88,9.3,7.6,6,21,16.33,10,33,7,102.7,102.35,101.7,102.62,102.27,101.64,24100,17029.2,4800,2.1,1.6,1,10.1,0,2.9,0,8,8,0,0,07:08:00,16:44:00,9.6,7.13,16.73,,,10,10,10,10,,,,,8,8,8,,,
2015-11-05,10.9,7.75,7.88,4.6,,,96,90.6,79,7.9,6.4,4.8,18,9.38,1,,,102.6,102.19,101.9,102.57,102.13,101.83,24100,21500,12900,2.6,1.8,1,10.2,0,2.8,0,1.8,1.8,0,0,07:06:00,16:46:00,9.67,7.1,16.77,,,11,11,5,7,,,,,8,7.1,5,,,
2015-11-04,8.7,5.44,7.15,2.2,,,95,88.8,84,6.6,5.4,2.7,16,10.58,5,,,102.2,102.12,102,102.11,102.04,101.9,32200,28150,24100,2.2,1.5,1,12.6,0,0.4,0,0,0,0,0,07:05:00,16:48:00,9.72,7.08,16.8,,,9,10,7,7,,,,,8,7.3,3,,,
2015-11-03,10.1,6.19,6.15,2.3,,,97,87.9,73,6.5,4.2,2.6,15,6.88,0,,,102.1,101.84,101.5,102.06,101.78,101.46,48300,39579.2,32200,2.4,1.7,1,11.8,0,1.2,0,0,0,0,0,07:03:00,16:49:00,9.77,7.05,16.82,,,10,10,3,3,,,,,6,2.8,1,,,
2015-11-02,10.8,7.7,7.96,4.6,,,98,86.9,76,7.3,5.9,4.2,28,14.92,3,37,29,101.5,101.36,101.1,101.47,101.3,101,32200,27425,6400,2.4,1.9,1.2,10.3,0,2.7,0,0,0,0,0,07:01:00,16:51:00,9.83,7.02,16.85,,,11,11,3,3,,,,,8,4.8,1,,,
2015-11-01,11.6,9.35,8.7,7.1,,,95,90.7,80,9.5,7.3,5.7,30,15.84,1,46,14,101,100.51,100.1,100.98,100.45,100.03,24100,17312,6400,2.3,2,1.6,8.7,0,4.3,0,25.2,25.2,0,0,07:00:00,16:52:00,9.87,7,16.87,,,11,11,5,5,,,,,8,7.2,2,,,
2015-10-31,15.8,12.5,11.97,9.2,,,97,87,66,12.1,9.8,7.4,33,17.58,5,39,7,100.5,100.03,99.6,100.47,99.97,99.5,32200,17766.7,6400,2.5,1.9,1.1,5.5,0,7.5,2.5,22.6,22.6,0,0,07:00:00,16:52:00,9.87,7,16.87,,,15,15,10,10,,,,,8,7,2,,,
2015-10-30,13.6,11.89,11.85,10.2,,,97,91.6,83,12.2,10.5,9.1,30,16.46,1,50,24,101.2,100.59,100,101.1,100.52,99.95,32200,20995.8,4800,2.5,1.9,1,6.1,0,6.9,1.9,16.4,16.4,0,0,07:56:00,17:56:00,10,7.93,17.93,,,14,14,11,11,,,,,8,7.7,7,,,
2015-10-29,15.4,12.7,12.29,10,,,97,91.5,77,11.6,10.9,10.1,19,12.08,5,29,13,101.7,101.5,101.3,101.62,101.43,101.23,32200,21904.2,12900,2.2,1.8,1.2,5.3,0,7.7,2.7,5.6,5.6,0,0,07:55:00,17:58:00,10.05,7.92,17.97,,,14,14,10,10,,,,,8,7.7,6,,,
2015-10-28,12,10.6,10.62,9.2,,,97,93.4,87,10.9,9.6,7.3,16,9.71,0,,,101.4,101.36,101.3,101.37,101.3,101.19,32200,19441.7,6400,2.3,1.7,1,7.4,0,5.6,0.6,15.8,15.8,0,0,07:53:00,17:59:00,10.1,7.88,17.98,,,13,13,10,11,,,,,8,8,7,,,
2015-10-27,14,9.75,10.21,5.5,,,98,89,77,10.4,8.4,6.9,16,6.54,0,,,101.9,101.64,101.3,101.81,101.58,101.27,48300,37554.2,24100,2.6,1.7,1,8.2,0,4.8,0,0,0,0,0,07:52:00,18:01:00,10.15,7.87,18.02,,,13,14,9,9,,,,,8,6,2,,,
2015-10-26,14.5,11.75,11.98,9,,,96,89.4,81,11.3,10.3,8.7,19,10.58,1,32,15,101.8,101.43,100.8,101.76,101.38,100.69,32200,24275,6400,2.3,1.8,1,6.2,0,6.8,1.8,6.6,6.6,0,0,07:50:00,18:03:00,10.22,7.83,18.05,,,14,14,7,7,,,,,8,7,3,,,
2015-10-25,13.5,10.95,11.14,8.4,,,97,90.5,81,10.7,9.6,7.6,21,12.04,4,35,31,101.2,100.72,100.4,101.1,100.66,100.34,32200,25412.5,12900,2.7,1.9,1.4,7,0,6,0.9,1.8,1.8,0,0,07:48:00,18:05:00,10.28,7.8,18.08,,,13,16,9,12,,,,,8,7,3,,,
2015-10-24,12.2,8.14,8.65,4.1,,,98,90.1,81,9,7.1,4.5,14,6.67,2,,,101.8,101.51,101.2,101.74,101.44,101.13,48300,33537.5,16100,2.7,1.7,1,9.9,0,3.1,0,0,0,0,0,07:47:00,18:07:00,10.33,7.78,18.12,,,13,13,10,10,,,,,8,5.8,0,,,
2015-10-23,12.5,8.85,8.9,5.2,,,96,89.5,81,9.8,7.2,4.3,21,9.46,0,,,102.5,102.2,101.8,102.43,102.13,101.77,32200,31862.5,24100,2.7,1.8,1,9.2,0,3.8,0,0,0,0,0,07:45:00,18:08:00,10.38,7.75,18.13,,,13,13,6,6,,,,,8,4.5,0,,,
2015-10-22,13,9.94,10.96,6.9,,,96,88,79,10.5,9,6.1,15,7.54,2,,,102.6,102.46,102.2,102.52,102.41,102.17,32200,24278.3,11300,2.7,1.9,1.2,8.1,0,4.9,0,0,0,0,0,07:44:00,18:10:00,10.43,7.73,18.17,,,14,14,6,6,,,,,8,5,0,,,
2015-10-21,13.8,10,10.82,6.2,,,98,92,79,11.5,9.6,7.1,16,9.58,2,,,102.2,102.09,102,102.16,102.03,101.93,32200,23720.8,12900,2.4,1.5,1,8,0,5,0,0.2,0.2,0,0,07:42:00,18:12:00,10.5,7.7,18.2,,,14,14,9,10,,,,,8,7,2,,,
2015-10-20,14.4,11.55,11.87,8.7,,,96,92.2,83,11.8,10.6,7.8,16,7.71,1,,,102.6,102.42,102.2,102.53,102.35,102.1,24100,23500,19300,2.4,1.7,1,6.5,0,6.5,1.6,0,0,0,0,07:40:00,18:14:00,10.57,7.67,18.23,3,3,15,16,9,9,,,,,8,6.1,1,,,
2015-10-19,14.5,12.55,12.52,10.6,,,98,95.7,91,13.1,11.9,10.5,24,14.38,5,32,29,102.1,101.62,101.4,102.06,101.56,101.29,32200,14029.2,4800,2.2,1.6,1,5.5,0,7.5,2.5,1.2,1.2,0,0,07:39:00,18:16:00,10.62,7.65,18.27,,,14,15,11,11,,,,,8,6.2,1,,,
2015-10-18,14.3,13.35,13.47,12.4,,,97,93.2,87,13,12.4,11.8,13,7.71,1,,,101.7,101.54,101.4,101.59,101.47,101.38,19300,10875,4000,2.9,2,1,4.7,0,8.3,3.4,1,1,0,0,07:37:00,18:18:00,10.68,7.62,18.3,,,16,16,13,13,,,,,8,8,8,,,
2015-10-17,16.5,13.35,12.77,10.2,,,96,91.3,78,12.8,11.4,9.9,22,8,1,,,101.4,101.2,101.1,101.36,101.15,101.02,32200,28025,19300,3.2,2.3,1.4,4.7,0,8.3,3.4,0.2,0.2,0,0,07:36:00,18:20:00,10.73,7.6,18.33,,,16,16,11,11,,,,,8,7.2,6,,,
2015-10-16,15.4,10.05,11.1,4.7,,,98,91,76,11.9,9.6,5.4,14,7.25,1,,,101.6,101.35,101,101.52,101.28,100.96,48300,40250,32200,3.7,2.2,1,8,0,5,0.1,0,0,0,0,07:34:00,18:22:00,10.8,7.57,18.37,3,3,17,17,11,11,,,,,7,3.1,0,,,
2015-10-15,14.6,10.3,10.47,6,,,97,91.1,78,11.2,9,5.5,20,10.71,1,,,102.1,101.85,101.6,102.06,101.78,101.5,48300,40920.8,32200,3.4,1.8,1,7.7,0,5.3,0.3,0,0,0,0,07:33:00,18:24:00,10.85,7.55,18.4,3,3,16,16,9,9,,,,,7,4.6,1,,,
2015-10-14,13.1,9.65,10.32,6.2,,,98,92.2,83,10.4,9.1,6,25,13.67,1,35,29,102.6,102.41,102.1,102.51,102.33,102.06,32200,31862.5,24100,2.1,1.4,1,8.3,0,4.7,0,0,0,0,0,07:31:00,18:26:00,10.92,7.52,18.43,3,3,15,15,8,8,,,,,8,4.5,1,,,
2015-10-13,14.5,11.35,11.51,8.2,,,97,89.8,79,11.6,9.9,7.1,26,15.04,3,33,28,102.6,102.4,102.1,102.5,102.34,102.08,32200,27970.8,12900,2.2,1.6,1,6.7,0,6.3,1.4,0,0,0,0,07:30:00,18:28:00,10.97,7.5,18.47,3,4,15,15,7,7,,,,,8,5.3,1,,,
2015-10-12,13.2,12.14,12.26,11.1,,,98,87.7,69,12.5,10.2,6.8,21,12,6,33,8,102.2,101.87,101.6,102.1,101.8,101.51,32200,14483.3,2000,2,1.4,1,5.9,0,7.1,2.1,10.8,10.8,0,0,07:28:00,18:30:00,11.03,7.47,18.5,,,14,14,11,12,,,,,8,7.9,7,,,
2015-10-11,15.6,12.1,12.9,8.6,,,87,76.6,67,10.4,8.9,6.8,22,13.88,4,41,26,102.2,101.95,101.3,102.17,101.89,101.24,32200,30850,24100,2.5,2,1.3,5.9,0,7.1,2.1,0,0,0,0,07:26:00,18:32:00,11.1,7.43,18.53,3,3,15,15,11,11,,,,,8,5.5,1,,,
2015-10-10,17.8,15.8,15.51,13.8,,,95,86.7,70,15.7,13.3,9.3,34,22.79,13,54,14,101.1,100.45,99.8,101.04,100.39,99.75,32200,19979.2,6400,2.5,1.7,1.2,2.2,0,10.8,5.8,13.4,13.4,0,0,07:25:00,18:34:00,11.15,7.42,18.57,,,15,17,9,9,,,,,8,7.3,4,,,
2015-10-09,18.8,15.3,16.06,11.8,,,98,84.3,69,14.4,13.4,12.1,27,14.88,1,44,14,101.4,101.17,101,101.36,101.11,100.95,24100,19758.3,4800,2.4,1.6,1,2.7,0,10.3,5.3,0.4,0.4,0,0,07:23:00,18:36:00,11.22,7.38,18.6,,,17,17,16,16,,,,,8,7.6,4,,,
2015-10-08,17.2,15.14,14.59,13.1,,,97,93,86,14.5,13.5,12.7,11,5.83,2,,,102.2,101.9,101.5,102.14,101.84,101.41,32200,26200,19300,2.5,1.4,1,2.9,0,10.1,5.1,0,0,0,0,07:22:00,18:38:00,11.27,7.37,18.63,,,18,18,13,13,,,,,8,7.8,7,,,
2015-10-07,15.4,14.25,14.02,13.1,,,97,94.5,91,13.9,13.2,12.1,17,12.88,7,,,102.2,101.99,101.8,102.16,101.93,101.77,32200,16270.8,2400,2.5,1.9,1.2,3.8,0,9.2,4.2,14.6,14.6,0,0,07:20:00,18:40:00,11.33,7.33,18.67,,,14,15,14,15,,,,,8,7.8,7,,,
2015-10-06,17.7,12.75,13.3,7.8,,,96,80.7,64,11.9,10,7.2,23,12.25,2,32,10,101.8,101.54,101.3,101.77,101.47,101.19,32200,32200,32200,3.5,2.3,1.2,5.2,0,7.8,2.8,2.2,2.2,0,0,07:19:00,18:42:00,11.38,7.32,18.7,3,3,19,19,13,13,,,,,8,5.8,2,,,
2015-10-05,16.4,11.35,11.39,6.3,,,96,85.2,67,11.7,8.9,5.1,13,6.83,0,,,101.4,101.29,101.2,101.31,101.21,101.09,48300,40920.8,32200,3.3,2.2,1.1,6.7,0,6.3,1.4,0,0,0,0,07:17:00,18:44:00,11.45,7.28,18.73,4,4,18,18,10,10,,,,,7,3.5,0,,,
2015-10-04,16.9,11.5,11.6,6.1,,,96,84.5,65,11.4,9,5.2,17,7.08,0,,,101.7,101.47,101.2,101.67,101.42,101.12,48300,38225,24100,3.1,1.7,1,6.5,0,6.5,1.5,0,0,0,0,07:16:00,18:46:00,11.5,7.27,18.77,4,4,17,17,8,8,,,,,6,1.4,0,,,
2015-10-03,15.9,11.35,12.27,6.8,,,96,82.4,69,10.5,9.3,6.8,28,15.12,0,33,29,102.1,101.9,101.7,102,101.84,101.66,48300,38069.6,19300,2.3,1.6,1,6.7,0,6.3,1.4,0,0,0,0,07:14:00,18:49:00,11.58,7.23,18.82,4,4,16,16,9,9,,,,,6,0.5,0,,,
2015-10-02,14.6,11.85,11.94,9.1,,,98,93.5,84,12,10.9,8.6,16,7.88,3,,,102.2,102.01,101.9,102.13,101.96,101.81,24100,12829.2,3200,2.8,2,1.3,6.2,0,6.8,1.8,0,0,0,0,07:13:00,18:51:00,11.63,7.22,18.85,,,15,16,8,9,,,,,8,5.9,0,,,
2015-10-01,15,11.5,11.55,8,,,98,94.8,87,12.4,10.7,8,14,6.25,1,,,102,101.72,101.6,101.92,101.66,101.52,32200,21604.2,200,3.7,2.3,1.1,6.5,0,6.5,1.5,0,0,0,0,07:11:00,18:53:00,11.7,7.18,18.88,4,4,17,17,10,10,,,,,8,2.1,0,,,
2015-09-30,17.1,12.1,12.57,7.1,,,98,89,70,12.6,10.7,7.2,14,7.29,0,,,101.7,101.55,101.4,101.61,101.48,101.38,32200,31862.5,24100,3.5,2.1,1,5.9,0,7.1,2.1,0,0,0,0,07:10:00,18:55:00,11.75,7.17,18.92,4,4,19,19,11,11,,,,,1,0,0,,,
2015-09-29,16.6,11.8,12.12,7,,,97,88.9,76,12.8,10.3,7.3,19,7.42,1,,,101.5,101.43,101.3,101.48,101.36,101.21,48300,38908.3,32200,3.2,1.9,1,6.2,0,6.8,1.8,0,0,0,0,07:08:00,18:57:00,11.82,7.13,18.95,4,4,18,18,9,10,,,,,0,0,0,,,
2015-09-28,15.7,10.8,11.85,5.9,,,96,87.9,76,12,9.9,6.6,27,11.79,1,33,31,102,101.76,101.5,101.94,101.69,101.4,48300,40241.7,24100,3,1.7,1,7.2,0,5.8,0.8,0,0,0,0,07:07:00,18:59:00,11.87,7.12,18.98,4,4,15,17,9,10,,,,,1,0.1,0,,,
2015-09-27,14.9,10.5,10.86,6.1,,,93,83.3,69,10,8.1,4.3,22,11.75,2,,,102.4,102.21,102,102.34,102.15,101.92,48300,38895.8,24100,2.1,1.4,1,7.5,0,5.5,0.5,0,0,0,0,07:06:00,19:01:00,11.92,7.1,19.02,4,4,16,16,7,9,,,,,7,1.6,0,,,
2015-09-26,15.5,11.35,12.11,7.2,,,93,79,59,10.6,8.4,6.8,30,15.29,1,46,29,102.3,102.11,101.8,102.27,102.05,101.76,48300,29829.2,24100,2.2,1.5,1,6.7,0,6.3,1.4,0,0,0,0,07:04:00,19:03:00,11.98,7.07,19.05,3,3,15,17,8,8,,,,,8,2.6,0,,,
2015-09-25,15.6,12.39,12.78,9.2,,,96,88.3,78,13.2,10.9,7.9,15,7.21,1,,,101.8,101.78,101.7,101.76,101.71,101.66,32200,28625,19300,2.7,2,1.1,5.6,0,7.4,2.4,3.2,3.2,0,0,07:03:00,19:06:00,12.05,7.05,19.1,3,4,16,16,9,9,,,,,8,5.5,0,,,
2015-09-24,17.5,14.15,14.38,10.8,,,97,83.7,66,13.8,11.6,9.1,23,9.58,4,,,101.8,101.55,101.3,101.7,101.49,101.25,32200,27487.5,19300,2.4,1.7,1,3.8,0,9.2,4.2,4.8,4.8,0,0,07:01:00,19:08:00,12.12,7.02,19.13,,,15,15,11,11,,,,,8,7.5,5,,,
2015-09-23,18.2,12.1,13.29,6,,,88,71.6,44,11.3,8,4.8,25,13.04,2,35,11,101.8,101.65,101.5,101.7,101.59,101.42,48300,34212.5,32200,2.5,1.7,1,5.9,0,7.1,2.1,0.6,0.6,0,0,07:00:00,19:10:00,12.17,7,19.17,4,4,17,17,11,11,,,,,7,6.4,5,,,
2015-09-22,16.8,12,11.95,7.2,,,94,78.8,64,10.8,8.3,6.6,18,9.75,3,32,21,101.7,101.59,101.5,101.66,101.53,101.41,32200,32200,32200,2.4,1.6,1,6,0,7,2,0,0,0,0,06:58:00,19:12:00,12.23,6.97,19.2,4,4,18,18,10,10,,,,,7,4,1,,,
2015-09-21,15.9,12.2,12.37,8.5,,,87,78,60,10.8,8.6,7.1,40,13.67,3,56,27,101.9,101.72,101.5,101.87,101.67,101.39,48300,36683.3,19300,2.6,1.7,1,5.8,0,7.2,2.2,0,0,0,0,06:57:00,19:14:00,12.28,6.95,19.23,4,4,16,16,9,9,,,,,5,1.5,0,,,
2015-09-20,20.6,16.7,15.7,12.8,,,93,83.2,73,15.6,12.9,8.7,48,34.58,17,63,28,101.4,100.99,100.7,101.32,100.93,100.63,32200,22254.2,12900,2.2,1.3,1,1.3,0,11.7,6.7,0.4,0.4,0,0,06:55:00,19:16:00,12.35,6.92,19.27,4,4,19,19,8,8,,,,,8,5.3,0,,,
2015-09-19,17.1,15.5,15.2,13.9,,,96,91.2,83,15,13.8,12,22,16.79,10,37,14,101.7,101.47,101.2,101.63,101.4,101.09,24100,14350,6400,1.6,1.3,1,2.5,0,10.5,5.5,16.8,16.8,0,0,06:54:00,19:19:00,12.42,6.9,19.32,,,17,17,16,16,,,,,8,7.7,7,,,
2015-09-18,16.8,14.6,14.6,12.4,,,91,84.4,75,13.2,12,10.7,20,14.21,8,32,11,102,101.86,101.7,101.9,101.8,101.67,24100,21633.3,16100,2.2,1.7,1,3.4,0,9.6,4.6,1.4,1.4,0,0,06:52:00,19:21:00,12.48,6.87,19.35,3,3,17,17,14,14,,,,,8,7.7,6,,,
2015-09-17,18.1,15.25,14.28,12.4,,,88,80.5,65,12.1,11,8.7,17,10.67,3,,,101.8,101.35,101,101.73,101.3,100.95,32200,24775,24100,2.2,1.7,1.1,2.8,0,10.2,5.2,3.4,3.4,0,0,06:51:00,19:23:00,12.53,6.85,19.38,3,3,17,17,11,13,,,,,8,7.6,6,,,
2015-09-16,19.2,14.55,14.48,9.9,,,79,65.8,47,9.7,8.1,6.7,17,9.38,3,33,13,101.1,101.04,100.9,101.08,100.98,100.86,48300,32870.8,32200,2.8,1.8,1,3.5,0,9.6,4.5,0,0,0,0,06:50:00,19:25:00,12.58,6.83,19.42,3,3,17,17,11,11,,,,,8,6,2,,,
2015-09-15,17.1,13.7,13.42,10.3,,,90,69.7,47,9.4,7.8,4.6,26,14.33,8,,,101,100.9,100.7,100.96,100.84,100.65,32200,28487.5,24100,2.4,1.7,1,4.3,0,8.7,3.7,0,0,0,0,06:48:00,19:27:00,12.65,6.8,19.45,3,3,17,17,11,11,,,,,8,7,5,,,
2015-09-14,15.7,12.1,12.69,8.5,,,90,76.8,68,10.2,8.7,7.6,33,11.96,2,43,29,101.1,100.9,100.7,101.01,100.83,100.62,32200,28825,24100,2.4,1.8,1.1,5.9,0,7.1,2.1,0,0,0,0,06:47:00,19:29:00,12.7,6.78,19.48,4,4,17,17,10,10,,,,,8,5.7,2,,,
2015-09-13,17.6,15.7,15.56,13.8,,,80,68,57,13.2,9.7,8,36,23.08,4,56,28,101.4,101.28,101.1,101.34,101.22,101.01,48300,37220.8,24100,2.5,1.9,1,2.3,0,10.7,5.7,0,0,0,0,06:45:00,19:32:00,12.78,6.75,19.53,5,5,19,19,10,10,,,,,8,6.3,3,,,
2015-09-12,20.6,17.7,17.29,14.8,24,,94,83.1,68,15.2,14.3,13.8,28,19.04,3,39,29,101.7,101.55,101.4,101.67,101.5,101.31,48300,40916.7,24100,2.6,1.5,1,0.3,0,12.7,7.7,0,0,0,0,06:44:00,19:34:00,12.83,6.73,19.57,6,6,21,21,13,13,,,,,2,0.6,0,,,
2015-09-11,20.1,16.8,17.27,13.5,24,,97,86.8,74,16,15,13.1,26,18.62,3,33,30,101.9,101.74,101.5,101.86,101.69,101.46,48300,42262.5,32200,3.3,1.8,1,1.2,0,11.8,6.8,0,0,0,0,06:42:00,19:36:00,12.9,6.7,19.6,6,6,22,22,15,15,,,,,1,0,0,,,
2015-09-10,20.2,16.14,16.73,12.1,24,,97,86.8,75,16.5,14.5,12.4,26,13.96,3,32,29,102.1,101.91,101.7,101.99,101.85,101.68,48300,40250,32200,2.3,1.5,1,1.9,0,11.1,6.1,0,0,0,0,06:41:00,19:38:00,12.95,6.68,19.63,6,6,22,22,14,14,,,,,2,0.3,0,,,
2015-09-09,22.7,18.5,17.26,14.3,26,,93,80.8,56,15.3,13.8,12.2,18,11.42,3,,,101.9,101.83,101.7,101.82,101.75,101.7,48300,38500,32200,2.2,1.4,1,0,0.5,13.5,8.5,0,0,0,0,06:40:00,19:40:00,13,6.67,19.67,6,6,20,23,12,13,,,,,7,4.6,0,,,
2015-09-08,19.8,16.8,16.35,13.8,,,96,84.5,72,14.9,13.7,11.8,30,18.71,11,39,10,102,101.88,101.8,101.97,101.81,101.69,32200,24391.7,4800,2.2,1.6,1,1.2,0,11.8,6.8,3.4,3.4,0,0,06:38:00,19:42:00,13.07,6.63,19.7,3,4,19,19,15,15,,,,,8,6.5,4,,,
2015-09-07,20.3,15.9,15.74,11.5,21,,91,73.4,55,12.4,10.8,9.8,16,10.58,4,,,102.3,102.19,102.1,102.25,102.13,102,48300,33529.2,24100,2.2,1.7,1,2.1,0,10.9,5.9,0.6,0.6,0,0,06:37:00,19:44:00,13.12,6.62,19.73,3,5,18,18,13,14,,,,,8,6.9,5,,,
2015-09-06,16.7,14.3,13.95,11.9,,,89,77.9,64,10.9,10.1,9.1,20,9.79,3,,,102.1,102.03,101.9,102.07,101.95,101.83,48300,32854.2,24100,2.2,1.6,1,3.7,0,9.3,4.3,0.2,0.2,0,0,06:35:00,19:46:00,13.18,6.58,19.77,4,5,17,17,10,11,,,,,8,6.4,3,,,
2015-09-05,18.8,13.6,13.89,8.4,,,92,75.4,54,11.8,9.5,7.3,17,10.29,2,,,101.9,101.77,101.6,101.87,101.72,101.55,48300,32854.2,24100,1.8,1.4,1,4.4,0,8.6,3.6,0,0,0,0,06:34:00,19:49:00,13.25,6.57,19.82,5,5,17,18,12,12,,,,,8,4,0,,,
2015-09-04,16.9,12.25,13.02,7.6,,,95,81.2,68,12,9.8,7.8,28,15.08,2,35,31,101.7,101.65,101.5,101.67,101.58,101.48,48300,32529.2,24100,1.7,1.3,1,5.8,0,7.2,2.2,0,0,0,0,06:32:00,19:51:00,13.32,6.53,19.85,5,5,18,18,10,10,,,,,8,3.6,0,,,
2015-09-03,16.4,13.3,12.68,10.2,,,92,80.3,59,10.5,9.3,7.4,18,11.83,2,,,101.7,101.56,101.4,101.63,101.49,101.29,32200,27475,24100,1.9,1.4,1,4.7,0,8.3,3.3,0.4,0.4,0,0,06:31:00,19:53:00,13.37,6.52,19.88,3,3,16,16,10,10,,,,,8,7,5,,,
2015-09-02,17,13.4,13.28,9.8,,,92,77,58,11.3,9.2,7.3,29,17.25,3,39,18,101.4,101.13,100.7,101.3,101.06,100.68,32200,26133.3,12900,1.9,1.6,1.1,4.6,0,8.4,3.4,4.6,4.6,0,0,06:29:00,19:55:00,13.43,6.48,19.92,,,15,17,11,11,,,,,8,6.2,2,,,
2015-09-01,16.2,14.95,15.08,13.7,,,95,83.2,72,14,12.2,10.6,28,16.29,6,56,17,101,100.87,100.6,100.97,100.79,100.58,24100,21166.7,16100,2.1,1.7,1.3,3,0,9.9,5,2,2,0,0,06:28:00,19:57:00,13.48,6.47,19.95,4,4,17,17,11,14,,,,,8,7.7,7,,,
2015-08-31,16.5,15.35,15.16,14.2,,,93,88.9,77,14.3,13.3,12.4,36,27,16,52,14,101.2,101.02,100.9,101.1,100.95,100.8,24100,13787.5,4000,2.2,1.8,1.6,2.6,0,10.3,5.3,22.2,22.2,0,0,06:27:00,19:59:00,13.53,6.45,19.98,,,17,17,14,14,,,,,8,7.7,6,,,
2015-08-30,20.2,16.89,16.17,13.6,,,93,78,55,13.8,12.1,10,31,18.92,10,41,18,101.3,101.03,100.6,101.2,100.96,100.54,32200,24204.2,12900,2.4,1.9,1.4,1.1,0,11.9,6.9,7,7,0,0,06:25:00,20:01:00,13.6,6.42,20.02,4,4,18,18,15,15,,,,,8,7.7,5,,,
